mf_a,nvar_a,dloglambda_a,npow_a,mf_tot,nvar_tot,dloglambda_tot,npow_tot,z,mf_b,var_atot,npow_atot
0.7020251711700112,0.00042856120656511825,2.8968799999999996e-05,0.01738899109079621,,,,,3.0,,,
0.6543605502921976,0.0005201750685465824,2.8968800000000003e-05,0.02429305940636553,0.10740833646852442,3.907735635191292e-05,2.8968799999999996e-05,0.06773546112353462,3.2,,0.0,0.0
0.6095775532072168,0.0004680821252820524,2.8968799999999962e-05,0.02519016552568645,0.633373963725851,0.0005651190948645117,2.8968799999999996e-05,0.028169975256826275,3.4,,0.0,0.0
0.540798270558068,0.0027541889904484163,1.59339e-05,0.10358136469809004,0.616830117238456,0.0004400873898410057,2.8968800000000006e-05,0.023129949305686067,3.6,,0.0,0.0
0.5011490087179553,0.0025427739005712494,1.593389999999999e-05,0.11136083345958564,0.5391182896450405,0.00048216844197649663,2.8968799999999986e-05,0.0331739776876115,3.8,0.7679472357757965,0.0,0.0
0.4618860888246516,0.0015260775328682526,1.5933899999999993e-05,0.07868017423159313,0.5265050348673486,0.0011804879619640568,2.896879999999999e-05,0.0851575979067391,4.0,0.8046099885334521,0.0,0.0
0.43095144592882884,0.000845195940438217,1.5933899999999993e-05,0.05005635210689101,0.46121060098092137,0.0005693628068749191,2.8968799999999993e-05,0.05352509278106186,4.2,0.7566069297570406,,
